source,price,title,details,location,url,beds,sqft
craigslist,3150.0,Studio Rental in the Financial District,"$3,150

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/brooklyn-studio-rental-in-the-financial/7908043605.html,,
craigslist,3580.0,"____24/7 doorman______steps to 2,3,4,5 trains","$3,580

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-24-doormansteps-to-2345-trains/7908041593.html,,
craigslist,6800.0,Prime Tribeca_____Washer and dryer_____25/7 doorman______,"$6,800

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-tribecawasher-and/7908041595.html,,
craigslist,6800.0,Washer and Dryer unit___24/7 doorman_______water views,"$6,800

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-washer-and-dryer-unit24/7908039498.html,,
craigslist,9500.0,4bedroom!! Bedroom __one of a kind layout,"$9,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-4bedroom-bedroom-one-of-kind/7908029806.html,,
craigslist,3800.0,Bright Harlem Brownstone Apt | Updated Kitchen | No Fee,"$3,800

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-harlem-brownstone-apt/7908028874.html,,
craigslist,3200.0,44th floor! _Naturall light! New appliances,"$3,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-44th-floor-naturall-light-new/7908028061.html,,
craigslist,2837.0,"HUGE (212 sq ft), beautiful, ☀️ sunlit bedroom","$2,837

                        Midtown",Midtown,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-212-sq-ft-beautiful/7908008906.html,,
craigslist,16250.0,"NO FEE! MINT Gramercy Bright 5BR/5BA, Full Luxe, Doorman, VIDEO!","$16,250

                        Union Square",Union Square,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-mint-gramercy-bright/7908008402.html,,
craigslist,8500.0,"NO FEE West Vil Sprawling King Sized 1br, full luxe, doorman, VIDEO!","$8,500

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-west-vil-sprawling-king/7908008249.html,,
craigslist,5650.0,"NO FEE Gorgeous Chelsea Corner 1br, roofdeck, pool, VIDEO!","$5,650

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gorgeous-chelsea-corner/7908008001.html,,
craigslist,3375.0,Studio with separate kitchen,"$3,375

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7908001182.html,,
craigslist,1100.0,"Roommate $1,100 monthly","$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-roommate-1100-monthly/7907969166.html,,
craigslist,3850.0,Roosevelt Island - Lease Transfer - Doorman/Amenity Building,"$3,850

                        Roosevelt Island",Roosevelt Island,https://newyork.craigslist.org/mnh/apa/d/new-york-roosevelt-island-lease/7907975887.html,,
craigslist,1999.0,Sunny studio! No stairs! Steps from 1 train!,"$1,999

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-studio-no-stairs-steps/7907973143.html,,
craigslist,1950.0,Beautiful sunny studio! High ceilings! Amazing location,"$1,950

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-sunny-studio-high/7907973043.html,,
craigslist,2699.0,Beautiful two bedroom! No stairs! Steps from Columbia university,"$2,699

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-two-bedroom-no/7907972964.html,,
craigslist,3895.0,🌆 NO FEE — Renovated East Village 1BR w/ W/D + Garden Access,"$3,895

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-renovated-east-village/7907943169.html,,
craigslist,200.0,1br - Sunset River Views in a Luxury Lincoln Center Residence,"$200

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-1br-sunset-river-views-in/7907938091.html,,
craigslist,2700.0,Brand New Studio Apt right in the heart of Nolita.  True Find!,"$2,700

                        Nolita / Bowery",Nolita / Bowery,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-studio-apt-right-in/7907939821.html,,
craigslist,4750.0,Huge Chinatown 2-bdrm on Mulberry & Bayard.~ 900 sqft. Ava March 6th,"$4,750

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-chinatown-bdrm-on/7907939201.html,,
craigslist,3200.0,Life just got Better! I'm excited to show this master piece !,"$3,200

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-life-just-got-better-im/7907932606.html,,
craigslist,3000.0,<^^^MASSIVE OPEN SPACE^^^TOP FLOOR^^HIGH END CONDO FINISHES^^CITY VIEW,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-open-spacetop/7907932193.html,,
craigslist,3500.0,Balcony 2 bed 2 bath,"$3,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/bronx-balcony-bed-bath/7907931468.html,,
craigslist,5900.0,REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW FROM EV,"$5,900

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-remarkable-condo-finishestop/7907931310.html,,
craigslist,8300.0,NO FEE! Spacious 4Bed near Gramercy,"$8,300

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-spacious-4bed-near/7907902573.html,,
craigslist,3300.0,RENT-STABILIZED - Sublet - Optional Furniture!,"$3,300

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-rent-stabilized-sublet/7907893580.html,,
craigslist,9995.0,Gorgeous 2 Bedroom + 2 Full bath Townhouse - Pvt Yard & Laundry,"$9,995

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-full-bath/7907868804.html,,
craigslist,3400.0,New E 30s / 3rd Ave. One Bdrm + Ofice. Walk Up.,"$3,400

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-new-30s-3rd-ave-one-bdrm-ofice/7907868583.html,,
craigslist,3350.0,Just listed///   Bright & Cozy One Bedroom///Jan 15,"$3,350

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-just-listed-bright-cozy-one/7907810487.html,,
craigslist,3200.0,Floor to  ceiling windows!!  In a Studio!! Unobstructed views!!,"$3,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-floor-to-ceiling-windows-in/7907809153.html,,
craigslist,3450.0,"🌆 East Village 1BR – Renovated, Bright Apt 10","$3,450

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-east-village-1br-renovated/7907786682.html,,
craigslist,3350.0,🌟 PRIME EAST VILLAGE 1BR – Apt 16 RENOVATED – GREAT NATURAL LIGHT,"$3,350

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-east-village-1br-apt-16/7907636068.html,,
craigslist,7600.0,"Gorgeous West Vil townhouse 1br w/huge terrace, VIDEO!","$7,600

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-west-vil-townhouse/7907791838.html,,
craigslist,4550.0,🌆 Bright 2 Bedroom in the Heart of the East Village — Prime Location!,"$4,550

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-bedroom-in-the-heart-of/7907784410.html,,
craigslist,1100.0,"Roommate wanted $1,100 a month","$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-roommate-wanted-1100-month/7907781510.html,,
craigslist,3400.0,TOP FLOOR=MASSIVE=BAMBOO WOOD FLOORS=HIGH CEILINGS=GOURMET KITCHEN,"$3,400

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floormassivebamboo-wood/7907769944.html,,
craigslist,5595.0,===HIGH FLOOR====NEW CONSTRUCTION====CONDO FINISHES====HIGH CEILINGS==,"$5,595

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-high-floornew/7907768603.html,,
craigslist,4350.0,MASSIVE SPACE LARGE CLOSETS TOP OF THE LINE FINISHES TOP FLOOR,"$4,350

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-space-large-closets/7907767731.html,,
craigslist,3150.0,Oversized windows! soaring ceilings!,"$3,150

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-oversized-windows-soaring/7907763561.html,,
craigslist,2695.0,2183 3rd Avenue,"$2,695

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rd-avenue/7907759612.html,,
craigslist,2095.0,203 East 121st Street,"$2,095

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-203-east-121st-street/7907758912.html,,
craigslist,5500.0,Windows in all rooms! Bright and Spacious!,"$5,500

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-windows-in-all-rooms-bright/7907740753.html,,
craigslist,6200.0,Bright City/Water Views!,"$6,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-city-water-views/7907739993.html,,
craigslist,3500.0,Balcony 2 bed 2 bath,"$3,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/bronx-balcony-bed-bath/7907724608.html,,
craigslist,3980.0,STUNNING SUN LIT LES 2 BED + BALCONY__ELEV BLDG - AMAZING FIND!,"$3,980

                        Lower East Side",Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-sun-lit-les-bed/7907712010.html,,
craigslist,2499.0,Gorgeous 2 Bedroom! Harlem. Large and Lovely!No Living room,"$2,499

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-harlem-large/7907711580.html,,
craigslist,2200.0,Phenomenal 1 Bed On West 146th ^ Broadway,"$2,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-146th/7907711567.html,,
craigslist,1199.0,ROOMS 4 RENT! LARGEBedroom^Laundry ^Midtown West^Great location!,"$1,199

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-largebedroomlaundry/7907711548.html,,
craigslist,2495.0,OFF-MARKET BASEMENT C-TOWN 2 BED + W/D IN UNIT___AMAZING FIND!,"$2,495

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-basement-town-bed-d/7907711342.html,,
craigslist,2649.0,One Bedroom Stunning Apartment in Super Sleek Modern Building!,"$2,649

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-one-bedroom-stunning-apartment/7907680090.html,,
craigslist,3095.0,35th Flr! River views! Spacious!,"$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-35th-flr-river-views-spacious/7907653225.html,,
craigslist,3795.0,Corner Unit! Many Closets and Walk ins!,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-unit-many-closets-and/7907650723.html,,
craigslist,3050.0,Flr-Ceiling-Windows! Bright!!,"$3,050

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-flr-ceiling-windows-bright/7907648994.html,,
craigslist,3000.0,Bright and Spacious! 3 Windowed unit!,"$3,000

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-and-spacious-windowed/7907647963.html,,
craigslist,3750.0,STUNNING TRUE 2 BR_ INTERNATIONAL STUDENTS FAST APPROVAL WEST 46 ST,"$3,750

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-true-br-international/7907631418.html,,
craigslist,3290.0,1 BR 1 BA,"$3,290

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907628051.html,,
craigslist,3495.0,1 BR 1 BA,"$3,495

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907626620.html,,
craigslist,4995.0,1 BR 1 BA,"$4,995

                        SoHo",SoHo,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907624416.html,,
craigslist,3495.0,Studio,"$3,495

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio/7907621586.html,,
craigslist,2800.0,⭐SPACIOUS 1 BR in Midtown East - OFF MARKET OPPORTUNITY⭐,"$2,800

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/brooklyn-spacious-br-in-midtown-east/7907620628.html,,
craigslist,3975.0,Enormous One Bedroom _Balcony_ Roof Deck STUNNER Size West 51st,"$3,975

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-enormous-one-bedroom-balcony/7907620214.html,,
craigslist,5950.0,"Expansive & Sun-Filled 2-Bedroom, 2-Bathroom Residence in UES","$5,950

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-expansive-sun-filled-bedroom/7907618989.html,,
craigslist,3950.0,Very Nice 3 Bedroom West 171st Street,"$3,950

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-very-nice-bedroom-west-171st/7907618660.html,,
craigslist,3900.0,Massive 3 Bedroom 2 Bathroom West 157th Street,"$3,900

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-bedroom-bathroom-west/7907618335.html,,
craigslist,4150.0,NO FEE-U WILL❤️THIS APT-(MASSIV)ALCOV STUDIO-DM/ELV/GYM-GORG WINDOS-SS,"$4,150

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt/7907611879.html,,
craigslist,3595.0,NO FEE-U WILL❤️THIS APT-SPACIOUS STUDIO-DM/ELV/LDRY-ROOMY LIV RM-DW-AC,"$3,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-spacious/7907606687.html,,
craigslist,3795.0,NO FEE-U WILL❤️THIS APT-BEAUTIFL ALCOV STUDIO-DM/ELEV/LDRY-SPAC LIV RM,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-beautifl/7907604196.html,,
craigslist,3375.0,Studio with separate kitchen,"$3,375

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7907599802.html,,
craigslist,3000.0,"Spacious Studio – Doorman, Laundry - Prime Midtown East Location","$3,000

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-studio-doorman/7907593255.html,,
craigslist,4900.0,ONE OF THE KIND**LARGE LAYOUT**CONDO FINISHED**,"$4,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-one-of-the-kindlarge/7907576401.html,,
craigslist,3745.0,TOP FLOORS**LARGE SPACE**BY APPOINTMENT ONLY**,"$3,745

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorslarge-spaceby/7907575849.html,,
craigslist,5950.0,Fantastic 3 flx BR ! Spacious ! Great light! Views! No Fee!,"$5,950

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flx-br-spacious/7907569710.html,,
craigslist,3995.0,Excellent spacious bright 1 bedroom - all amenities - NO FEE !,"$3,995

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-excellent-spacious-bright/7907568694.html,,
craigslist,2650.0,"Spacious , bright , elevator building , 2 minutes of Central Park","$2,650

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-bright-elevator/7907567126.html,,
craigslist,6277.0,Fantastic flex 3 Bedrooms- Bright  - Doorman - amenities - NO FEE,"$6,277

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flex-bedrooms-bright/7907566981.html,,
craigslist,4300.0,TOP FLOOR=CONDO FINISHES=FREE AMENITIES=DOOR MAN=GOURMET KITCHEN=MASSI,"$4,300

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorcondo-finishesfree/7907560124.html,,
craigslist,6900.0,TRUE 2 BEDROOM===TOP FLOOR====NEW CONSTRUCTION====CONDO FINISHES================,"$6,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-true-bedroomtop-floornew/7907558322.html,,
craigslist,3100.0,1 BEDROOM===TOP FLOOR====NEW CONSTRUCTION====CONDO FINISHES======,"$3,100

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroomtop-floornew/7907556825.html,,
craigslist,4500.0,redefine living in this sophisticated space!,"$4,500

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-redefine-living-in-this/7907555924.html,,
craigslist,4300.0,Great DOORMAN 1BR     W 90s,"$4,300

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-doorman-1br-90s/7907535195.html,,
craigslist,3950.0,Large & Light-filled! DOORMAN   Near to trains on Broadway/W 103rd St,"$3,950

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-large-light-filled-doorman/7907532288.html,,
craigslist,2500.0,Spacious 2 bedroom steps to City College,"$2,500

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-bedroom-steps-to-city/7907529636.html,,
craigslist,3795.0,STUNNING SUN LIT OFF-MARKET WV 1 BED GEM__ELEV BLDG - AMAZING FIND!,"$3,795

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-sun-lit-off-market-wv/7907516466.html,,
craigslist,5700.0,Duplex penthouse 3 bdr* modern* exposed brick* Great location,"$5,700

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-duplex-penthouse-bdr-modern/7907470317.html,,
craigslist,4450.0,BEST BARGAIN_LARGE 3 BR_NEAR COLUMBIA_NO FEE_BEAUTIFUL UNIT,"$4,450

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-best-bargainlarge-brnear/7907469227.html,,
craigslist,4120.0,NO Fee *NEW BR* MODERN* ELEVATOR*WD IN UNIT*Blk to Tompkins Sq Park,"$4,120

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-new-br-modern/7907465880.html,,
craigslist,4145.0,"NO FEE Charming and bright, large 2br, lofty, laundry, VIDEO!","$4,145

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-charming-and-bright/7907465374.html,,
craigslist,4750.0,Lease Ends 5/16 - Luxury Midtown Studio,"$4,750

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-lease-ends-luxury-midtown/7907460293.html,,
craigslist,2995.0,BEAUTIFUL SUNNY STUDIO_PRIME MIDTOWN__ELEVATOR_LAUNDRY_ROOFDECK,"$2,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-sunny-studioprime/7907451098.html,,
craigslist,2995.0,MIDTOWN NICE AND SUNNY 1 BR_NO FEE_EASY APPROVAL_$2995,"$2,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-midtown-nice-and-sunny-brno/7907448279.html,,
craigslist,3975.0,NO FEE LUXURY STUDIO + HOME OFFICE (JR. 1BD) NEAR WALL STREET,"$3,975

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-luxury-studio-home/7907443627.html,,
craigslist,3700.0,Spacious Unit! Full Wall Flex!,"$3,700

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-unit-full-wall-flex/7907441219.html,,
craigslist,3933.0,Bright Spacious Studio With Walk-In Closet and 1 Month FREE!!!,"$3,933

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-spacious-studio-with/7907421930.html,,
craigslist,2900.0,"NO FEE! Prime location 2-bedroom for rent, won't last......","$2,900

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-prime-location-bedroom/7907420014.html,,
craigslist,3095.0,"21st Flr! North, East and Southwest Facing!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-21st-flr-north-east-and/7907414160.html,,
craigslist,3999.0,800 Sqft! Bright and Spacious Unit!,"$3,999

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-800-sqft-bright-and-spacious/7907411726.html,,
craigslist,4230.0,Southern_Exposed_2_BD_with_Private_Balcony_Overlooking_Hudson_River!!!,"$4,230

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york/7907407497.html,,
craigslist,5123.0,SPACIOUS LIVING IN THE HEART OF MANHATTAN,"$5,123

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-living-in-the-heart/7907402221.html,,
craigslist,5300.0,"NO FEE Gorgeous bright XL 1br, prime Chelsea block, doorman, VIDEO!","$5,300

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gorgeous-bright-xl-1br/7907392318.html,,
craigslist,3850.0,BRAND NEW …STUDENT PERFECT… 3OTH at 3rd Ave …..,"$3,850

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-student-perfect-3oth/7907382747.html,,
craigslist,1199.0,ROOMS 4 RENT!^^Really Large^ Near Riverside Drive• Laundry in unit,"$1,199

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentreally-large-near/7907380962.html,,
craigslist,3899.0,Phenomenal 4 Bed On 5th ave^ Near 115th! Heat and Water included,"$3,899

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-5th-ave-near/7907380583.html,,
craigslist,3400.0,Magnificent 2 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$3,400

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907378671.html,,
craigslist,2850.0,Magnificent 1 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$2,850

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907378593.html,,
craigslist,1299.0,ROOMS 4 RENT!Magnificent 4 Bedroom! !! Near Colombia University!,"$1,299

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentmagnificent-bedroom/7907378514.html,,
craigslist,2599.0,2 Bed 1 Bath Near Broadway^ 151st st! Laundry ! Affordable!,"$2,599

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bed-bath-near-broadway-151st/7907378412.html,,
craigslist,1099.0,ROOMS 4 RENT!Fantastic 3 Bed^ 1 Bath^ Washer Dryer In Unit,"$1,099

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentfantastic-bed-bath/7907378310.html,,
craigslist,2600.0,2 Bed 1 Bath On Broadway^ Near 149th st! Laundry in unit!,"$2,600

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bed-bath-on-broadway-near/7907378227.html,,
craigslist,1200.0,ROOMS 4 RENT!2 Bed 1 Bath On Broadway^ Near 149th st! Laundry in unit!,"$1,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent2-bed-bath-on/7907378128.html,,
craigslist,1100.0,ROOMS 4 RENT!GORGEOUS 3 BED ON W. 123RD ST. 1 Block from Metro North!,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentgorgeous-bed-on/7907378055.html,,
craigslist,3200.0,GORGEOUS 3 BED 1 BATH ON WEST 123RD ST. 1 Block from Metro North!,"$3,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-on-west/7907377969.html,,
craigslist,1100.0,ROOM 4 RENT-Fantastic Deal On New Room In Harlem-Near 125th st- Modern,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-room-rent-fantastic-deal-on/7907377893.html,,
craigslist,4300.0,Phenomenal 3 Bed 2 Bath  On Saint Nicholas ave^ Near Morningside park,"$4,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-bath-on-saint/7907377799.html,,
craigslist,3300.0,Fantastic 3 BED 2 BATH -Hamilton Heights!Laundry!,"$3,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-bed-bath-hamilton/7907377566.html,,
craigslist,999.0,ROOMS 4 RENT! Fantastic 3 BED 2 BATH -Hamilton Heights!Laundry!,"$999

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-fantastic-bed-bath/7907377516.html,,
craigslist,3200.0,Phenomenal 4 Bed 2 Bath In Washington Heights,"$3,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-bath-in/7907377339.html,,
craigslist,899.0,ROOMS 4 RENT!Phenomenal 3 Bed 1 Bath In Washington Heights,"$899

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentphenomenal-bed-bath/7907377265.html,,
craigslist,4570.0,LIVE IN THE HEART OF CHELSEA! BOOK A TOUR TODAY! UNITS GO FAST!,"$4,570

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-live-in-the-heart-of-chelsea/7907376683.html,,
craigslist,4900.0,GORGEOUS 1 BED  In Chelsea ON W 21st st- Lofted Area,"$4,900

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-in-chelsea-on/7907376740.html,,
craigslist,5650.0,Charming Three-bedroom 2 Bathroom is one block from Central Park West!,"$5,650

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-three-bedroom/7907376659.html,,
craigslist,3900.0,**GORGEOUS 2 BED ON W 103rd ST NEAR CENTRAL PARK NORTH!,"$3,900

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-103rd-st-near/7907376580.html,,
craigslist,2300.0,Fantastic 1 Bed^ 1 Bath^ Washer Dryer^Bike Storage^Central Park North,"$2,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-bed-bath-washer/7907376509.html,,
craigslist,2800.0,Luxurious 2 BED•LAUNDRY•GREAT DEAL!Call/Text/Email!,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-luxurious-bedlaundrygreat/7907376442.html,,
